Date,WMT,MRK,INTC,MSFT,MMM,AAPL,VZ,JNJ,KO,PG,UNH,PFE,WBA,CAT,MCD,IBM,NKE,DIS,HD,TRV,RTX,AXP,CVX,JPM,XOM,BA
1999-04-07,48.75,80.1875,33.03125,46.65625,35.65625,0.3314729928970337,48.33859634399414,47.4375,29.46875,50.375,6.335937976837158,44.117645263671875,27.1875,24.25,46.75,93.25,7.25,32.43118667602539,42.375,31.3125,21.170940399169922,36.8902473449707,44.96875,56.25,36.59375,34.875
1999-04-08,51.125,81.625,32.765625,47.28125,35.84375,0.329241007566452,49.63137435913086,48.625,30.4375,50.375,5.585937976837158,45.04664611816406,27.9375,24.3125,46.875,93.5,7.28125,33.602657318115234,44.45833206176758,30.625,21.052942276000977,37.273193359375,46.875,58.58333206176758,37.125,34.625
1999-04-09,51.375,83.25,32.703125,47.125,35.59375,0.328125,50.24966049194336,49.0,30.375,50.71875,5.921875,46.173309326171875,29.4375,24.375,45.8125,93.15625,7.421875,34.03424835205078,44.875,30.875,20.728445053100586,37.45554733276367,47.0,57.04166793823242,37.34375,35.0625
1999-04-12,52.4375,85.0,30.625,46.5,35.5,0.3236609995365143,50.474491119384766,49.8125,30.9375,51.46875,5.8125,47.47786331176758,29.8125,25.6875,45.875,91.71875,7.234375,34.9590950012207,44.58333206176758,30.5,20.807111740112305,39.4979133605957,47.75,57.91666793823242,37.71875,34.8125
1999-04-13,52.28125,83.125,30.25,45.0625,36.4375,0.3091520071029663,49.68758010864258,49.3125,31.65625,51.4375,5.75,47.22090530395508,29.1875,27.375,46.5,90.0,7.117187976837158,34.28087615966797,43.125,29.0,20.767778396606445,40.40968322753906,47.25,58.25,37.59375,34.625
1999-04-14,49.3125,78.5,28.5,42.9375,37.625,0.3172430098056793,49.74378967285156,47.34375,31.71875,49.5625,5.945312976837158,45.73845672607422,28.5,30.34375,45.1875,89.6875,7.015625,34.52750015258789,42.33333206176758,29.8125,21.5544376373291,39.826148986816406,45.5625,57.58333206176758,37.09375,38.0
1999-04-15,48.875,77.375,29.21875,44.4375,39.625,0.3191959857940674,51.317604064941406,46.09375,32.125,48.25,6.085937976837158,41.11322021484375,26.75,30.90625,44.25,88.875,7.375,33.602657318115234,42.0,29.9375,22.262428283691406,39.00555419921875,47.875,57.04166793823242,38.78125,41.6875
1999-04-16,47.5,77.625,28.625,43.3125,39.96875,0.3164060115814209,52.273136138916016,46.5625,32.84375,49.09375,6.257812976837158,40.18421936035156,25.6875,31.90625,44.4375,85.1875,7.375,32.9244384765625,42.20833206176758,29.375,22.341094970703125,37.89319610595703,49.4375,57.375,39.96875,39.625
1999-04-19,44.875,73.125,27.75,40.5,42.125,0.30245500802993774,52.329341888427734,45.125,32.46875,47.3125,6.382812976837158,37.29838562011719,24.25,30.875,43.0,83.375,7.453125,31.99959373474121,39.08333206176758,29.125,22.81308937072754,36.799072265625,50.96875,56.66666793823242,41.125,39.5625
1999-04-20,47.75,75.25,28.28125,41.5625,40.8125,0.3041290044784546,51.148983001708984,48.125,32.625,47.90625,6.773437976837158,37.55534362792969,24.5,30.34375,44.125,84.875,7.398437976837158,32.61615753173828,40.33333206176758,29.125,22.331262588500977,37.20024871826172,48.53125,55.33333206176758,40.375,39.25
1999-04-21,48.75,75.875,29.21875,41.0,41.3125,0.30691999197006226,52.610382080078125,50.375,33.78125,49.46875,6.75,39.018028259277344,25.75,30.84375,45.375,85.9375,7.648437976837158,32.9860954284668,41.58333206176758,29.125,21.53476905822754,39.352027893066406,48.1875,55.625,39.21875,40.375
1999-04-22,50.0625,77.875,30.75,42.46875,39.96875,0.3247770071029663,52.04830551147461,51.25,33.25,47.0625,6.734375,40.57953643798828,26.375,29.90625,44.6875,97.25,7.6875,32.9860954284668,41.45833206176758,30.4375,21.711767196655273,40.02674102783203,49.25,57.16666793823242,39.46875,40.3125
1999-04-23,50.9375,75.75,30.875,43.0,40.40625,0.34988799691200256,53.39728927612305,50.875,33.25,45.25,6.734375,40.164451599121094,26.5,30.28125,44.125,99.875,7.671875,34.03424835205078,41.625,30.375,21.87893295288086,39.4979133605957,47.9375,56.75,39.15625,40.5
1999-04-26,50.9375,74.0,32.21875,44.0,40.9375,0.36551299691200256,51.654850006103516,50.09375,33.5625,47.40625,6.796875,39.13662338256836,26.625,31.0,43.4375,104.9375,8.0,34.52750015258789,40.54166793823242,29.4375,21.89859962463379,39.18790817260742,47.71875,55.08333206176758,38.84375,39.5625
1999-04-27,50.75,73.5625,31.125,42.0,40.40625,0.40848198533058167,53.17245864868164,50.96875,34.71875,46.78125,6.835937976837158,38.306453704833984,27.6875,31.78125,43.25,106.0,7.8125,32.061248779296875,40.95833206176758,29.0,22.636091232299805,40.48262405395508,49.46875,57.04166793823242,39.125,39.375
1999-04-28,49.1875,70.75,30.59375,41.0625,42.25,0.39341500401496887,52.329341888427734,49.75,33.96875,46.1875,6.960937976837158,37.318153381347656,27.5,32.28125,42.5,102.5,7.8125,32.061248779296875,41.125,29.8125,22.695091247558594,38.82320022583008,51.4375,55.75,40.75,40.5
1999-04-29,46.875,70.375,30.40625,41.03125,42.8125,0.3839290142059326,52.89141845703125,49.34375,33.90625,46.75,7.023437976837158,36.66587448120117,26.5625,32.75,41.875,102.40625,7.796875,29.964937210083008,39.58333206176758,28.75,22.685258865356445,39.4979133605957,51.78125,55.91666793823242,42.25,40.375
1999-04-30,46.0,70.375,30.59375,40.65625,44.5,0.4107140004634857,51.8234748840332,48.75,34.03125,46.90625,7.015625,36.38915252685547,26.875,32.1875,42.375,104.59375,7.773437976837158,31.321374893188477,39.83333206176758,28.6875,22.793424606323242,38.13025665283203,49.875,55.0,41.53125,40.625
1999-05-03,46.125,70.6875,31.5625,39.9375,46.9375,0.44252198934555054,54.071781158447266,48.875,34.5,47.125,7.179687976837158,36.824005126953125,27.25,32.59375,42.25,106.125,7.851562976837158,30.828125,40.875,30.1875,23.344083786010742,38.91437911987305,51.03125,55.16666793823242,43.03125,43.0
1999-05-04,44.0,70.875,30.84375,39.03125,46.96875,0.4151790142059326,51.5986442565918,47.5,34.34375,45.875,7.4375,36.112430572509766,25.6875,32.71875,40.8125,106.0,7.84375,30.334875106811523,39.5,29.75,23.226085662841797,37.09083938598633,50.15625,54.83333206176758,43.21875,43.125
1999-05-05,45.0625,72.8125,32.0,39.5625,46.1875,0.41964301466941833,52.49796676635742,47.0,35.25,45.59375,7.5625,37.41698455810547,25.625,32.5625,40.625,106.0625,7.8125,29.65665626525879,39.20833206176758,30.0,22.931089401245117,37.747314453125,50.03125,53.45833206176758,42.40625,44.125
1999-05-06,42.875,74.375,29.84375,38.96875,46.0625,0.3973209857940674,50.24966049194336,48.8125,34.5625,46.0625,7.296875,36.68564224243164,25.375,32.6875,40.8125,104.625,7.84375,29.47168731689453,38.0,31.625,22.675424575805664,38.221431732177734,48.90625,51.70833206176758,41.1875,44.9375
